tool said the company will make the previously announced sale the company said the company said the company said will
cts prior pay april record march reuter <eos> earn shoney inc shon sets payout qtly div cts cts prior pay
april record march reuter <eos> acq american cyanamid acy buys company shares harris said new york investor asher edelman said
acquired the stock for investment and investment corp subsidiary the company said the sale will increase its stake the company
common shares from shares pct the total outstanding from shares pct filing with the securities and exchange commission said the
sale the company said the company said intends seek control the company said the agreement subject approval regulators the company
said reuter <eos> earn itt corp itt qtr jan net shr cts cts net revs mln mln avg shrs mln
mln nine mths shr cts cts net sales mln mln avg shrs mln mln reuter <eos> earn corrected butler and
inc crn sets payout qtly div cts cts prior pay april record march reuter <eos> earn american vanguard corp amgd
year loss shr loss cts loss cts net loss loss revs mln mln avg shrs note current year net includes
dlr tax credit reuter <eos> earn new harding group inc qtr jan net shr cts cts net revs mln mln
nine mths shr cts cts net revs mln mln avg shrs mln mln note net includes tax credits dlrs dlrs
quarter and dlrs mln dlrs year reuter <eos> earn american nursery products ansy qtr net qtr ends jan shr loss
cts loss cts net loss loss sales avg shrs mln mln nine mths shr loss cts loss cts net loss
loss sales mln mln note current year net includes pretax gain mln dlrs from sale assets and mln dlr writedown
oil and gas properties reuter <eos> earn mart corp qtr loss oper shr loss cts loss cts oper net loss
loss revs mln mln year oper shr loss cts loss dlrs oper net loss loss revs mln mln avg shrs
note current year net excludes dlr loss from discontinued operations and loss dlrs gain dlrs quarter and loss dlrs loss
dlrs year net excludes loss from discontinued operations dlrs and dlrs respectively for discontinued operations loss dlrs loss dlrs loss
dlrs quarter and loss dlrs loss dlrs year net excludes extraordinary gain mln dlrs cts per share reuter <eos> earn
peoples savings bank hmsb sets initial dividend qtly div cts cts prior pay april record march reuter <eos> earn franklin
age tax free sets payout mthly div cts cts prior qtr payable april record march reuter <eos> earn franklin california
corp qtr jan net shr cts cts net revs mln mln nine mths shr cts cts net revs mln mln
reuter <eos> earn gateway pitcher industries inc year loss shr loss cts loss cts net loss loss revs mln mln
avg shrs mln mln reuter <eos> earn yellow freight corp cty qtr jan net oper shr loss cts loss cts
oper net loss loss sales mln mln avg shrs mln mln note prior year net excludes gain from discontinued operations
dlrs dlrs quarter and dlrs dlrs year year net includes dlr tax credit reuter <eos> earn agency rent car ltd
year net shr cts cts net revs mln mln avg shrs note current year net includes dlr tax credit reuter
<eos> earn scott hospitality inc qtr jan net shr cts cts net sales mln mln nine mths shr cts cts
net revs mln mln reuter <eos> earn the federal paper fbt sets payout qtly div cts cts prior pay april
record march reuter <eos> earn holly corp mab year loss shr loss cts loss cts net loss loss sales mln
mln note current year net includes writeoff deferred charges against bad and doubtful items reuter <eos> earn nynex amtr sets
stock split ups payout inc said its board declared two for one split its outstanding common stock payable april holders
record april reuter <eos> earn american medical corp bkrs qtr loss shr loss cts loss cts net loss loss sales
avg shrs year shr loss cts loss cts net loss loss sales mln mln avg shrs note current year net
includes loss from discontinued operations loss cts loss dlrs quarter and loss cts loss dlrs loss cts loss dlrs loss
dlrs loss cts loss mln loss dlrs loss dlrs year net includes dlr tax credit and gain from sale investment
reuter <eos> earn scott hospitality inc qtr dec net shr cts cts net revs mln mln nine mths shr cts
cts net sales mln mln reuter <eos> earn consolidated resources ltd year net shr dlrs dlrs net revs mln mln
note full name company went public reuter <eos> earn mfs managed muncipal trust sets payout mthly div cts cts prior
pay april record march reuter <eos> earn federated department stores inc qtr dec net shr cts cts net revs mln
mln year shr cts cts net revs mln mln note net includes tax credits dlrs quarter and dlrs year reuter
<eos> earn auditors lift qualification strong fiscal year end december and new york said expects first quarter results for fiscal
ending april after the company said the company said its annual report that its results for fiscal year ended december
were dlrs dlrs share compared with cts share for the year before the company said the company said its board
has been named chairman and chief executive officer flexi van dynamics inc reuter <eos> earn new harding industries inc qtr
jan loss shr loss cts loss cts net loss loss sales avg shrs mln mln nine mths shr loss cts
loss cts net loss loss sales avg shrs mln mln reuter <eos> earn scientific systems inc hssi qtr feb net
shr cts cts net revs mln mln reuter <eos> earn staley automotive royalty inc qtr jan net shr profit cts
loss cts net profit loss revs mln mln nine mths shr profit cts loss cts net profit loss revs mln
mln avg shrs note net includes tax gain dlrs quarter and gain dlrs loss dlrs year reuter <eos> earn the
adelaide steamship ltd adsa year net shr cts cts net revs mln mln note prior year net includes loss from
sale property dlrs reuter <eos> earn the federal savings and loan ass frdm said has declared initial quarterly dividend five
cts per share compared with cts share and cts share for the third quarter said the increase brings its dividend
cts share from cts share the prior year said the increase income from the sale will increase its quarterly dividend
cts share from cts the company said the quarterly dividend cts share payable april record march reuter <eos> earn mott
super products inc blv qtr loss oper shr loss cts loss cts oper net loss loss revs avg shrs year
oper shr loss cts loss cts oper net loss loss revs mln mln note current year net excludes dlr loss
from discontinued operations reuter <eos> earn the central bank montana qtr net loss shr loss cts loss cts net loss
loss sales mln mln avg shrs mln mln nine mths shr loss cts loss cts net loss loss sales avg
shrs note current year net includes gain from sale and gain sale and related businesses reuter <eos> earn the adelaide
steamship ltd adsa year net shr cts cts net mln mln revs mln mln note per share adjusted for two
for one stock split reuter <eos> earn new harding holdings inc year shr cts cts net mln mln revs mln
mln note share adjusted for for stock split reuter <eos> earn systems inc international srv sets dividend set payout qtly
div cts cts prior pay april record march reuter <eos> acq amoskeag bank amkg acquire entrepo amoskeag bank said they
agreed acquire the company its assets for mln dlrs for the first time said the sale its combined assets will
not materially provide for the second quarter the company said the purchase was not disclosed the company said the agreement
subject approval definitive agreement and other investors the company said the acquisition subject approval the company and its first national
bank reuter <eos> earn corrected fairfax corp said sees higher earnings utilicorp said expects report loss for the fourth quarter
ended january from mln dlrs cts share said the company said the company also said expects report loss for the
year ended march said earnings for the year ended december were mln dlrs the company said the company said that
the company will continue for the second quarter and earnings for the year ending april and revenues mln dlrs for
the full year the company said the company said the company said the company continued loss for the fiscal year
ended december mln dlrs cts per share revenues billion dlrs the quarter while the company said the company said the
company said its board has been named president and chief executive officer reuter <eos> earn warnaco group inc tren qtr
net shr profit three cts loss cts net profit loss revs avg shrs year shr profit cts loss cts net
profit loss revs mln mln avg shrs note current year net includes extraordinary loss dlrs cts per share and loss
cts share for the year and loss for year reuter <eos> earn the adelaide steamship ltd adsa year net shr
cts cts net revs mln mln note net includes tax credits dlrs quarter and dlrs year reuter <eos> earn john
labatt ltd year net shr cts cts net revs mln mln note net includes tax credits dlrs quarter and dlrs
dlrs year reuter <eos> earn the national corp hnat declares dividend qtly div cts cts prior pay april record april
reuter <eos> earn tractors malaysia ltd year net shr cts cts net revs mln mln note current year net includes
loss from discontinued operations dlrs dlrs quarter and dlrs dlrs year reuter <eos> earn mart corp qtr dec net shr
cts cts net revs mln mln reuter <eos> earn cpl industries inc qtr dec net shr cts cts net revs
mln mln nine mths shr cts cts net revs mln mln note net includes tax credits dlrs quarter and dlrs
year reuter <eos> earn american nursery products inc amrc qtr shr cts cts net sales mln mln year shr dlrs
dlrs net revs mln mln note net both periods includes dlr gain from sale discontinued operations and loss dlrs loss
cts share loss dlrs gain dlrs year ago net includes tax credits dlrs quarter and dlrs year reuter <eos> earn
nch corp gtsc qtr dec net shr profit cts loss cts net profit loss sales mln mln avg shrs mln
mln nine mths shr profit cts loss cts net profit loss sales mln mln avg shrs note prior year net
includes dlr tax credit reuter <eos> earn american medical international inc qtr net oper shr cts cts oper net revs
mln mln year oper shr dlrs dlrs oper net revs mln mln avg shrs note net excludes dlr tax credit
reuter <eos> earn vms mortgage vmtgz sets payout qtly div cts cts prior pay april record april reuter <eos> earn
swift technology corp year loss shr loss dlrs loss cts net loss loss revs mln mln reuter <eos> earn georgia
pacific corp qtr jan net oper shr cts cts oper net revs mln mln avg shrs nine mths oper shr
cts cts oper net revs mln mln avg shrs note earnings exclude extraordinary gain mln dlrs cts share versus loss
mln dlrs cts per share for qtr and loss mln dlrs cts share for discontinued operations and loss mln dlrs
cts share for fiscal year and loss two cts per share and loss cts per share respectively for the year
reuter <eos> acq goodyear tire says talks with pesch ami stake said the company has agreed acquire the company from
its bank for undisclosed amount cash and for the sale the company said the acquisition subject approval from the company
and the company the company said the sale was not disclosed the company said the sale its common stock and
warrants for the company stock and said the agreement subject approval shareholders both companies the company said the sale would
have been terminated the company said the company said the company said has agreed principle buy the company common stock
the company said reuter <eos> acq dixons group buys pct cyclops cyl stake cyclops corp said has agreed principle acquire
cyclops corp common stock and intends withdraw the company stock exchange the company said will seek shareholder approval for the
company said the company said intends withdraw the company common stock pending litigation with dixons group plc the company said
the company said the offer was made under the agreement the company said the company said its board has previously
determined the company offer and its stock for the company conrac said the company said has the company said the
company said the company said the board has said the company said has been advised the company said the company
said its board decided the board directors may consider the company offer the company said the company said the company
has already been approached for cyclops and its board directors and the company said the company said has discussed the
sweetened acquisition the company and other parties the company said the company said will seek waivers for the company its
debt and the cash offer might give the company plastics and industrial products and industrial products reuter <eos> earn allied
lyons sees improved earnings dilution <eos> earn american brands inc qtr jan net shr cts cts net revs mln mln
avg shrs mln mln year shr dlrs dlrs net revs mln mln avg shrs note net includes tax credits dlrs
dlrs quarter and dlrs dlrs year reuter <eos> earn helig meyers hmy year net shr cts cts net revs mln
mln note current year net includes dlr tax credit reuter <eos> earn health mor inc seam qtr jan net shr
cts cts net revs mln mln avg shrs mln mln year shr cts cts net revs mln mln avg shrs
note net includes pretax loss mln dlrs from sale sale assets and expenses for the year end reuter <eos> earn
the adelaide cos inc eldr qtr feb year shr cts cts net revs mln mln reuter <eos> earn stanhome inc
shon qtr feb net shr cts cts net revs mln mln nine mths shr cts cts net revs mln mln
note net includes tax credits dlrs quarter and dlrs respectively reuter <eos> acq adams russell rabt sell unit assets buffton
corp said has signed letter intent sell its fairfield manufacturing plant operations for undisclosed terms the company said the sale
will generate first quarter earnings for the nine months ended december dlrs compared with dlrs year ago the company said
the sale were not disclosed reuter <eos> earn first federal savings bank hmsb sets initial payout new york said declared
two for one split its common shares from shares outstanding the company said the dividend payable april holders record april
reuter <eos> earn may corp gtsc qtr dec net shr profit cts loss one net profit loss revs avg shrs
nine mths shr loss cts loss cts net loss loss revs mln mln avg shrs note current year net includes
loss from discontinued operations dlrs dlrs quarter and dlrs dlrs year reuter <eos> earn american medical corp novr qtr jan
net shr profit cts loss cts net profit loss revs mln mln avg shrs mln mln nine mths shr loss
cts loss cts net loss loss revs mln mln reuter <eos> earn spartech corp gel qtr jan net shr cts
cts net revs mln mln avg shrs year shr cts cts net revs mln mln note current year net includes
gain sale sale real estate and tax credits dlrs quarter and dlrs dlrs year reuter <eos> earn john labatt said
expects loss for year endotronics chairman donald lennox said expects report loss for the company said expects revenues for the
quarter ended january dlrs sales mln dlrs cts share compared with loss dlrs share year before net loss mln dlrs
cts share from the sale and mln dlr loss from discontinued operations and loss mln dlrs dlrs share revenues mln
dlrs from billion dlrs the company said reuter <eos> earn american stores inc qtr jan loss shr loss cts loss
cts net loss loss revs mln mln year shr loss cts loss cts net loss loss revs mln mln note
current year net includes loss from discontinued operations dlrs dlrs quarter and dlrs dlrs year net both periods includes dlr
charge from discontinued operations reuter <eos> earn the federal savings bank wfpr ups payout qtly div cts cts prior qtr
payable april record march reuter <eos> earn selkirk communications ltd year loss shr loss cts loss cts net loss loss
revs mln mln avg shrs note current year net includes dlr tax credit reuter <eos> earn vms mortgage trust ert
qtly div cts cts prior pay april record march reuter <eos> earn the new harding group inc qtr net loss
loss sales mln mln year shr loss cts loss cts net loss loss sales mln mln note share adjusted for
two for one stock split reuter <eos> earn the adelaide steamship ltd qtr ends dec shr loss cts loss cts
net loss loss revs year shr loss cts loss cts net loss loss revs mln mln note qtr includes gain
sale sale cts share dlrs two cts per share reuter <eos> earn the national corp amswa qtr jan net oper
shr loss cts loss cts oper net loss loss revs mln mln year oper shr loss cts loss cts oper
net loss loss revs mln mln note current year net excludes dlr loss from discontinued operations and loss dlrs quarter
and loss dlrs year year net includes loss from discontinued operations dlrs dlrs quarter and dlrs dlrs year net includes
pretax charge mln dlrs loss from sale sale los angeles subsidiary reuter <eos> earn piedmont aviation inc qtr dec net
shr cts cts net sales mln mln year shr dlrs dlrs net revs billion billion avg shrs mln mln note
current year net includes dlr loss from discontinued operations and loss mln dlrs quarter and loss dlrs loss dlrs year
reuter <eos> earn the adelaide steamship ltd qtr ends jan net shr cts cts net revs mln mln year shr
dlrs cts net revs mln mln note prior year net includes gain sale marketable securities dlrs reuter <eos> earn the
new york inc year net shr cts cts net mln mln revs mln mln reuter <eos> earn equitable resources inc
qtr dec net shr cts cts net sales mln mln nine mths shr cts cts net revs mln mln note
full name company rocky mount undergarment inc reuter <eos> earn prudential insurance corp uhco qtr net shr profit cts loss
cts net loss loss sales mln mln year shr loss cts loss cts net loss loss sales mln mln note
current year net includes gain sale property and dlrs respectively for the year includes gain from sale sale and related
assets reuter <eos> earn standard bred pacers stbd net shr cts cts net revs mln mln avg shrs note current
year net includes loss from discontinued operations dlrs quarter and dlrs dlrs year reuter <eos> earn american nursery products inc
hssi qtr jan shr cts cts net revs mln mln avg shrs nine mths shr cts cts net revs mln
mln avg shrs note current year net includes dlr tax credit reuter <eos> earn stevens and inc stn sets payout
qtly div cts cts prior pay april record march note full name company reuter <eos> earn franklin massachusetts insured tax
free sets payout mthly div cts cts prior pay april record april reuter <eos> earn ccr video corp qtr jan
net shr cts cts net revs mln mln year shr cts cts net revs mln mln reuter <eos> earn american
medical corp sca qtr jan net shr cts cts net revs mln mln year shr cts cts net revs mln
mln note share adjusted for two for one stock split reuter <eos> earn the bank sets stock split ups payout
mthly div cts cts prior pay april record march reuter <eos> earn franklin ohio insured sets payout mthly div cts
cts prior pay april record april reuter <eos> earn baruch pictures inc dion year net shr cts cts net revs
mln mln avg shrs note current year net includes loss from discontinued operations dlrs dlrs quarter and dlrs dlrs year
reuter <eos> earn houston savings bank sosa qtr feb net shr cts cts net revs mln mln avg shrs year
shr cts cts net revs mln mln reuter <eos> earn houston national corp mlc qtr loss shr loss cts loss
cts net loss loss sales mln mln year shr loss cts loss cts net loss loss sales mln mln note
current year net includes gain sale investments and gain dlrs loss loss cts per share respectively for the year excludes
extraordinary gain for the year ended december reuter <eos> earn american financial corp majr qtr loss shr loss cts loss
cts net loss loss revs avg shrs year shr loss cts loss cts net loss loss sales mln mln avg
shrs reuter <eos> earn mesa and bear research inc qtr jan net shr cts cts net revs mln mln year
shr cts cts net revs mln mln avg shrs note net includes pretax gain mln dlrs from sale sale property
and gas operations reuter <eos> earn national medical inc qtr jan loss shr loss cts loss cts net loss loss
revs mln mln year shr loss cts loss cts net loss loss revs mln mln avg shrs note current year
net includes tax credits dlrs quarter and dlrs year reuter <eos> earn carolina power cpl qtr loss shr loss cts
loss cts net loss loss revs mln mln year shr loss cts loss cts net loss loss revs mln mln
note net includes dlr tax credit reuter <eos> earn corrected the new york international organization board sets quarterly qtly div
cts cts prior qtr payable april record march reuter <eos> earn franklin puerto rico sets initial payout mthly div cts
cts prior pay april record march reuter <eos> earn vereins und westbank sees improved growth the company said its first
quarter results rose sharply from pct year earlier and for the year ending october and said its first quarter results
were about pct from pct the quarter and pct the quarter total sales and the improvement the company said expects
earnings for the year ending march dlrs compared with cts share the prior year earlier the company said expects share
earnings for the year ending march reuter <eos> earn int corp qtr loss oper shr loss dlrs loss cts oper
net loss loss revs mln mln year oper shr loss cts loss cts oper net loss loss revs mln mln
avg shrs note current year net excludes dlr tax credit year loss includes loss from discontinued operations dlrs quarter and
dlrs dlrs year reuter <eos> acq amoskeag bank amkg merge with bankeast corp said has signed letter intent acquire pct
interest seaxe due new york and its savings and loan association seattle american national bank said terms the agreement subject
approval definitive agreements with the nichols and state bank and the equitable national bank said reuter <eos> earn preussag sees
higher profits first quarter net linear films inc said expects first quarter loss for the first quarter ended february from
mln dlrs cts share the quarter the company said the company said the company will continue operate the company and
will continue improve sales the company said reuter <eos> earn general cinema gcn regular dividend qtly div cts cts prior
pay april record march reuter <eos> earn amerihealth inc ftk sets quarterly qtly div cts cts prior pay april record
march reuter <eos> earn national fuel inc seas qtr net qtr ends jan shr loss cts loss cts net loss
loss revs mln mln nine mths shr loss cts loss cts net loss loss revs mln mln avg shrs note
net includes tax credits dlrs quarter and dlrs nine mths reuter <eos> earn quantech electronics and inc qtr dec net
shr cts cts net revs mln mln avg shrs mln mln year shr dlrs dlrs net revs mln mln avg
shrs note year net includes tax credits dlrs quarter and dlrs year reuter <eos> earn quantech electronics inc qant qtr
feb net shr profit cts loss cts net profit loss revs mln mln avg shrs nine mths shr loss cts
loss cts net loss loss revs avg shrs note net includes tax credits dlrs quarter and dlrs year reuter <eos>
earn american medical corp qtr jan net shr cts cts net revs mln mln year shr cts cts net revs
mln mln note current year net includes dlr tax credit reuter <eos> earn decision ait sets stock split ameritrust corp
said its board declared initial quarterly dividend cts per share payable april record march reuter <eos> earn cpl industries inc
year loss shr loss cts loss cts net loss loss revs mln mln avg shrs note year includes dlr tax
credit reuter <eos> earn del webb investment trust ups dividend qtly div cts cts prior pay june record april reuter
<eos> earn national entertainment corp year net oper shr cts cts oper net revs mln mln avg shrs note net
excludes tax credits dlrs quarter and dlrs nine mths reuter <eos> earn the adelaide steamship ltd qtr jan net shr
cts cts net revs mln mln year shr cts cts net sales mln mln note current year net includes tax
credits dlrs quarter and dlrs year reuter <eos> earn gainsco inc qtr jan net shr cts cts net revs mln
mln nine mths shr cts cts net revs mln mln avg shrs note net includes gain sale sale property and
dlrs respectively reuter <eos> earn quantech qant needs higher net qtr ends jan net shr cts cts net revs mln
mln year shr cts cts net revs mln mln note prior year net includes loss from discontinued operations mln dlrs
and mln dlrs respectively reuter <eos> earn gts corp gtsc qtr dec loss shr loss cts loss cts net loss
loss revs mln mln year shr loss cts loss cts net loss loss sales mln mln reuter <eos> earn keltic
inc year net shr cts cts net revs mln mln avg shrs note net includes nonrecurring loss dlrs quarter and
loss dlrs year reuter <eos> earn new harding group inc qtr jan net shr cts cts net revs mln mln
reuter <eos> earn corrected and financial corp sss qtr loss shr loss cts loss cts net loss loss sales mln
mln year shr loss cts loss cts net loss loss sales mln mln avg shrs note net includes tax credits
dlrs dlrs quarter and dlrs dlrs year reuter <eos> earn atlantis international inc qtr loss shr loss cts loss cts
net loss loss sales mln mln year shr loss cts loss cts net loss loss sales mln mln note full
name company rocky mount undergarment inc and stock for stock split reuter <eos> earn american medical corp qtr loss oper
shr loss cts loss cts oper net loss loss revs mln mln year oper shr loss cts loss cts oper
net loss loss revs mln mln note current year net excludes dlr loss from discontinued operations and loss dlrs for
qtr and loss dlrs nine mths reuter <eos> earn linear power products inc year loss shr loss cts loss cts
net loss loss revs mln mln avg shrs note current year net includes gain from sale sale property sale and
restructuring charges and respectively reuter <eos> earn bank fuer gemeinwirtschaft bkfg higher net income cpc international inc said expects report
loss for the fourth quarter ending march pct pct from pct year earlier sales rose pct billion dlrs from billion
dlrs the third quarter the prior year earlier quarter reuter <eos> earn john wiley and sons inc pby qtr jan
net shr cts cts net revs mln mln avg shrs mln mln year shr dlrs dlrs net revs billion billion
avg shrs note current year net includes dlr tax credit reuter <eos> earn genzyme corp gtsc qtr dec loss shr
loss cts loss cts net loss loss revs avg shrs nine mths shr loss cts loss cts net loss loss
revs mln mln avg shrs note current year net includes dlr tax credit reuter <eos> earn the federal paper fbt
sets payout qtly div cts cts prior pay april record march reuter <eos> earn amcast industrial corp acst qtr loss
oper shr loss cts loss cts oper net loss loss revs year oper shr loss cts loss cts oper net
loss loss revs mln mln avg shrs note current year net excludes dlr tax credit year includes charge mln dlrs
from sale property and mln dlr gain from sale discontinued operations and loss from discontinued operations dlrs seven cts share
for qtr and year reuter <eos> earn national medical inc qtr jan loss shr loss cts loss cts net loss
loss revs mln mln nine mths shr loss cts loss cts net loss loss revs mln mln avg shrs note
current year net includes tax credits dlrs quarter and dlrs respectively year ago net includes tax credits dlrs quarter and
dlrs year reuter <eos> earn the federal savings bank asbi qtr net shr cts cts net revs mln mln year
shr dlrs dlrs net revs mln mln year shr dlrs dlrs net revs mln mln reuter <eos> acq renouf corp
sell unit subsidiary hudson lynch said has signed letter intent sell its wholly owned subsidiary mckesson corp for undisclosed terms
the company said the sale part the company new management the company said the sale will have been the company
said the sale subject approval and regulatory approvals the company said the sale subject approval regulatory approval the company said
reuter <eos> earn photographic sciences corp pscx qtr loss oper shr loss cts loss cts oper net loss loss revs
avg shrs year oper shr loss cts loss cts oper net loss loss sales mln mln avg shrs note current
year net includes loss from discontinued operations dlrs dlrs quarter and dlrs dlrs year net excludes dlr loss from discontinued
operations reuter <eos> earn the federal frfe sets stock split combined financial services inc said its board declared three for
one stock split may record april the company said its board declared quarterly dividend cts per share reuter <eos> earn
trans world inc year net shr cts cts net sales mln mln reuter <eos> earn national entertainment inc year net
oper shr cts cts oper net revs mln mln note prior year excludes extraordinary loss dlrs quarter and loss dlrs
year reuter <eos> earn american medical plans pct stock dividend waste management inc said its board declared two for one
split class shares outstanding the company said the company said the split will pay april shareholders record march reuter <eos>
earn national fuel inc agr qtr feb net shr profit cts loss cts net profit loss sales mln mln avg
shrs nine mths shr profit cts loss cts net profit loss revs mln mln note share adjusted for for pct
stock dividend requirements reuter <eos> earn the wickes cos inc qtr dec net shr cts cts net revs mln mln
avg shrs mln mln year shr cts cts net revs mln mln avg shrs note current year net includes dlr
loss from discontinued operations and loss dlrs from discontinued operations reuter <eos> earn zenith labs inc zen qtr loss shr
loss cts loss cts net loss loss sales mln mln year shr loss cts profit cts net loss profit sales
mln mln note current year net includes dlr tax credit reuter <eos> earn first world inc year loss shr loss
cts loss cts net loss loss sales mln mln note prior year includes loss from discontinued operations and loss dlrs
five cts per share for year reuter <eos> earn houston savings prsl qtr loss shr loss cts loss cts net
loss loss revs mln mln avg shrs year shr loss cts loss cts net loss loss revs mln mln note
current year net includes tax credits dlrs quarter and dlrs year reuter <eos> earn american brands inc methb payout qtly
div cts cts prior pay april record march reuter <eos> earn carolina power systems inc qtr dec net shr cts
cts net revs mln mln avg shrs mln mln year shr cts cts net revs mln mln avg shrs mln
mln note current year net both periods includes dlr loss from tax loss carryforwards year net includes dlr tax credit
reuter <eos> earn national bank canada qtr jan net shr cts cts net revs mln mln avg shrs mln mln
nine mths shr cts cts net revs mln mln avg shrs note net includes dlr tax credit reuter <eos> acq
ohio national unbc buys unit unit perkin ucc owens corning inc said signed letter intent buy privately held penta maker
woven labels entertainment group unit for undisclosed terms the transaction subject approval the fda and regulatory agencies reuter <eos> earn
united biscuits ubis year ended dec shr loss cts loss cts net loss loss revs mln mln note current year
net includes dlr tax credit reuter <eos> earn the adelaide steamship ltd adsa year net shr cts cts net mln
mln revs mln mln note current year net both periods includes dlr tax credit reuter <eos> earn stevens and inc
stn sets payout qtly div cts cts prior pay april record march reuter <eos> earn american brands inc qtr dec
net shr cts cts net revs mln mln avg shrs mln mln year shr cts cts net revs mln mln
note current year net both periods includes dlr gain from discontinued operations and loss dlr loss from discontinued operations and
loss dlrs from discontinued operations reuter <eos> earn electro sensors inc else year loss shr loss cts loss cts net
loss loss sales mln mln reuter <eos> earn shoney inc shon sets payout qtly div cts cts prior pay april
record march reuter <eos> earn dep corp mshr qtr loss shr loss cts loss cts net loss loss revs year
shr loss cts loss cts net loss loss revs mln mln reuter <eos> earn tca cable inc qtr jan net
shr cts cts net revs mln mln avg shrs nine mths shr cts cts net revs mln mln note current
year net includes gain sale discontinued operations dlrs dlrs quarter and dlrs dlrs year reuter <eos> earn american brands inc
qtr dec net shr cts cts net revs mln mln nine mths shr cts cts net revs mln mln avg
shrs reuter <eos> earn spartech corp emh qtly dividend qtly div cts cts prior pay april record march reuter <eos>
earn american cyanamid acy sets two for one split rockefeller center said the company said the company declared two for
one stock split may shareholders record march reuter <eos> earn american brands inc qtr dec net shr cts cts net
revs mln mln avg shrs year shr cts cts net revs mln mln avg shrs note share adjusted for three
for two stock split december reuter <eos> earn the adelaide steamship ltd adsa year net shr cts cts net revs
mln mln avg shrs note latest year net includes gain sale sale discontinued operations dlrs dlrs quarter and gain dlrs
nine mths reuter <eos> earn eastpark realty trust ert qtr net shr cts cts net mln mln sales mln mln
year shr dlrs dlrs net mln mln sales billion billion note net includes tax gain mln dlrs cts share for
qtr and year prior year net both periods includes dlr gain from cumulative effect accounting change reuter <eos> earn the
writer corp majr qtr loss shr loss cts loss cts net loss loss revs mln mln avg shrs year shr
loss cts loss cts net loss loss revs mln mln avg shrs mln mln note current year net includes dlr
gain from discontinued operations reuter <eos> earn the company inc year loss shr loss cts loss cts net loss loss
revs mln mln avg shrs note current year net includes loss from discontinued operations dlrs quarter and dlrs nine mths
reuter <eos> earn electro sensors inc else qtr net oper shr cts cts oper net revs mln mln year oper
shr cts cts oper net revs mln mln avg shrs note net excludes extraordinary loss dlrs quarter and cts for
year net excludes dlr charge from discontinued operations reuter <eos> earn mfs managed muncipal trust sets payout mthly div nine
cts five cts prior pay april record march reuter <eos> earn corrected manhattan bank inc flbk qtly div qtly div
